standard_inchi_key	identifier	label	antimicrobial_class	slug	corpus_commit
IKQKYNWOONQHQK-DVSNLDMXSA-N	CHEBI:68377	3-O-[β-D-glucopyranosyl]-28-O-[α-L-rhamnopyranosyl-(1→2)-β-D-glucopyranosyl]maslinic acid	ANTIBACTERIAL	3-o-β-d-glucopyranosyl-28-o-α-l-rhamnopyranosyl-12-β-d-glucopyranosyl-	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IKYKEVDKGZYRMQ-PDBXOOCHSA-N	CHEBI:77474	(9Z,12Z,15Z)-octadecatrien-1-ol	ANTIBACTERIAL	9z-12z-15z-octadecatrien-1-ol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IKYMLQOHQLVORI-PLAPNZKPSA-N	CHEBI:31927	nystatin A3	ANTIFUNGAL	nystatin-a3	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ILRVASBWNRYBFD-UHFFFAOYSA-K	CHEBI:60269	trisodium phosphonoformate hexahydrate	ANTIVIRAL	trisodium-phosphonoformate-hexahydrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ILSZYBVYZFASML-KRZMJZBHSA-N	CHEBI:65635	citrafungin A	ANTIFUNGAL	citrafungin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IMHBYKMAHXWHRP-UHFFFAOYSA-N	CHEBI:82076	anilazine	ANTIFUNGAL	anilazine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IMXSFYNMSOULQS-BEDFLICRSA-N	CHEBI:82751	cholesteryl arachidonate	ANTIBACTERIAL	cholesteryl-arachidonate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
INDBQLZJXZLFIT-UHFFFAOYSA-N	CHEBI:8405	primaquine	ANTIPROTOZOAL	primaquine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
INJLZOSCEJMAGG-ADTDQJCQSA-N	CHEBI:65975	glomosporin	ANTIFUNGAL	glomosporin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
INSDJDFCZJWKAI-UHFFFAOYSA-N	CHEBI:66650	macluraxanthone C	ANTIVIRAL	macluraxanthone-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
INVAPAXTQZQLGN-UHFFFAOYSA-N	CHEBI:69475	TAN-931	ANTIVIRAL	tan-931	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
INVGWHRKADIJHF-UHFFFAOYSA-N	CHEBI:17183	sanguinarine	ANTIFUNGAL	sanguinarine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPCSVZSSVZVIGE-UHFFFAOYSA-N	CHEBI:15756	palmitic acid	ANTIBACTERIAL	palmitic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPEHBUMCGVEMRF-UHFFFAOYSA-N	CHEBI:45285	pyrazinecarboxamide	ANTIMYCOBACTERIAL	pyrazinecarboxamide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPEHJNRNYPOFII-AZUAARDMSA-N	CHEBI:138961	sugiol	ANTIVIRAL	sugiol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPENDKRRWFURRE-UHFFFAOYSA-N	CHEBI:81826	fluoroimide	ANTIFUNGAL	fluoroimide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPFJEJXCPFOYQR-CRBXCGNKSA-N	CHEBI:69518	rubiarbonol G	ANTIMICROBIAL_UNSPECIFIED	rubiarbonol-g	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPKUPGYEVPMEEL-UHFFFAOYSA-N	CHEBI:66003	N-ethylharmine	ANTIVIRAL	n-ethylharmine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPMYMEWFZKHGAX-ZKSIBHASSA-N	CHEBI:136609	theaflavin	ANTIBACTERIAL	theaflavin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPQJRJBZGLDTMW-UHFFFAOYSA-N	CHEBI:32199	tetracenomycin B2	ANTIMICROBIAL_UNSPECIFIED	tetracenomycin-b2	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPWKIXLWTCNBKN-UHFFFAOYSA-N	CHEBI:75176	ornidazole	ANTIBACTERIAL	ornidazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IPZFPROOBOUEIG-UHFFFAOYSA-N	CHEBI:85266	amprolium(1+)	ANTIPROTOZOAL	amprolium-1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IQFYYKKMVGJFEH-CSMHCCOUSA-N	CHEBI:63624	telbivudine	ANTIVIRAL	telbivudine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IQGKIPDJXCAMSM-UHFFFAOYSA-N	CHEBI:83335	triazoxide	ANTIFUNGAL	triazoxide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IQWHCHZFYPIVRV-VLLYEMIKSA-I	CHEBI:59663	colistin A sodium methanesulfonate	ANTIBACTERIAL	colistin-a-sodium-methanesulfonate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IRHVVAKMDAHHAI-UHFFFAOYSA-N	CHEBI:141317	2-phenylethyl 1H-indol-3-ylacetate	ANTIFUNGAL	2-phenylethyl-1h-indol-3-ylacetate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IRPHRMHQEPXQQF-RFMSQVAGSA-N	CHEBI:69023	preaustinoid A	ANTIBACTERIAL	preaustinoid-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IRSCQMHQWWYFCW-UHFFFAOYSA-N	CHEBI:465284	ganciclovir	ANTIVIRAL	ganciclovir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IRSFLDGTOHBADP-UHFFFAOYSA-N	CHEBI:4778	embelin	ANTIMICROBIAL_UNSPECIFIED	embelin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IRUQDNIRWKAXRV-AXFHLTTASA-N	CHEBI:149438	6-de(cyclopropylamino)-6-[(S)-sec-butylamino]abacavir	ANTIVIRAL	6-de-cyclopropylamino-6-s-sec-butylamino-abacavir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IRZTUXPRIUZXMP-UHFFFAOYSA-N	CHEBI:69533	rubiadin	ANTIBACTERIAL	rubiadin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ISHZQVDNXXXTHD-GOUKQLAUSA-N	CHEBI:27918	dihydrostreptomycin 3''-phosphate	ANTIMICROBIAL_UNSPECIFIED	dihydrostreptomycin-3-phosphate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ISTOHHFNKVUOKP-BRUMOIPRSA-N	CHEBI:50301	terpentecin	ANTIMICROBIAL_UNSPECIFIED	terpentecin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ISWSIDIOOBJBQZ-UHFFFAOYSA-N	CHEBI:15882	phenol	BIOCIDE	phenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ITMXZWXSZNBZAO-HZAQMHFWSA-N	antibioticmech:aro-d39089d50d	formicamycin E	ANTIBACTERIAL	formicamycin-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ITPZQGLNWWAFMF-FXQQNLISSA-N	CHEBI:66401	morellic acid	ANTIBACTERIAL	morellic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IUAYMJGZBVDSGL-XNNAEKOYSA-N	antibioticmech:aro-0734abf918	gramicidin S	ANTIBACTERIAL	gramicidin-s	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IUAYMJGZBVDSGL-XNNAEKOYSA-N	antibioticmech:aro-bf39ac682c	gramicidin C	ANTIBACTERIAL	gramicidin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IUJAMGNYPWYUPM-UHFFFAOYSA-N	CHEBI:5659	hentriacontane	ANTIMYCOBACTERIAL	hentriacontane	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IUPCWCLVECYZRV-JZMZINANSA-N	CHEBI:87084	rosaramicin	ANTIBACTERIAL	rosaramicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVBHGBMCVLDMKU-GXNBUGAJSA-N	CHEBI:8232	piperacillin	ANTIBACTERIAL	piperacillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVEKQRBIUFGUSE-RZSWSVIESA-N	antibioticmech:aro-9612379da5	wychimicin C	ANTIBACTERIAL	wychimicin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVKGLRZLTNXWKF-VAWYXSNFSA-N	CHEBI:65777	2',4'-dihydroxy-3'-(2-hydroxy benzyl)-6'-methoxy chalcone	ANTIBACTERIAL	2-4-dihydroxy-3-2-hydroxy-benzyl-6-methoxy-chalcone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVTMALDHFAHOGL-GJRUVZIXSA-N	CHEBI:70147	quercetin-7-O-[α-L-rhamnopyranosyl(1→6)-β-D-galactopyranoside]	ANTIPROTOZOAL	quercetin-7-o-α-l-rhamnopyranosyl-16-β-d-galactopyranoside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVVLBSCKLIYBCU-GEMPFEMJSA-N	CHEBI:66404	moromycin B	ANTIMICROBIAL_UNSPECIFIED	moromycin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVWNIIWOWTWWKH-UHFFFAOYSA-N	CHEBI:66841	7-oxohernangerine	ANTIVIRAL	7-oxohernangerine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IVYIIYNMXYWZJH-SPEROGKNSA-N	CHEBI:27599	3'-deoxydihydrostreptomycin 3''-phosphate	ANTIMICROBIAL_UNSPECIFIED	3-deoxydihydrostreptomycin-3-phosphate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWBADCVFZDCUTN-RYDLOJRTSA-N	antibioticmech:aro-9fd72752cb	enacyloxin IIa	ANTIBACTERIAL	enacyloxin-iia	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWBJJCOKGLUQIZ-HQKKAZOISA-N	CHEBI:5834	hyperforin	ANTIBACTERIAL	hyperforin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWDCLRJOBJJRNH-UHFFFAOYSA-N	CHEBI:17847	p-cresol	ANTIFUNGAL	p-cresol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWSICNFCWDNIOY-ATVHPVEESA-N	CHEBI:231944	bifemetstrobin	ANTIFUNGAL	bifemetstrobin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWUCXVSUMQZMFG-AFCXAGJDSA-N	CHEBI:63580	ribavirin	ANTIVIRAL	ribavirin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWVCMVBTMGNXQD-PXOLEDIWSA-N	CHEBI:27701	oxytetracycline	ANTIBACTERIAL	oxytetracycline	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWYDHOAUDWTVEP-SSDOTTSWSA-N	CHEBI:17656	(R)-mandelic acid	ANTIBACTERIAL	r-mandelic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWYDHOAUDWTVEP-UHFFFAOYSA-N	CHEBI:35825	mandelic acid	ANTIBACTERIAL	mandelic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IWYDHOAUDWTVEP-ZETCQYMHSA-N	CHEBI:32800	(S)-mandelic acid	ANTIBACTERIAL	s-mandelic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IXONDWQZWWLZDF-ZCMVJGEESA-N	CHEBI:66747	phomacin B	ANTIMICROBIAL_UNSPECIFIED	phomacin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IXSVOCGZBUJEPI-HTQYORAHSA-N	antibioticmech:aro-cf6aac5f15	rifalazil	ANTIBACTERIAL	rifalazil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IXUSDMGLUJZNFO-BXUZGUMPSA-N	CHEBI:41425	(7R)-7-(4-carboxybutanamido)cephalosporanic acid	ANTIMICROBIAL_UNSPECIFIED	7r-7-4-carboxybutanamido-cephalosporanic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IXWNPEOFLGJGLY-WCWDXBQESA-N	CHEBI:195528	NPD6433	ANTIFUNGAL	npd6433	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IXXFZUPTQVDPPK-QIFQIIIXSA-N	antibioticmech:aro-f9eb09229d	solithromycin	ANTIBACTERIAL	solithromycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IYDYFVUFSPQPPV-PEXOCOHZSA-N	antibioticmech:aro-554b15fa7b	plazomicin	ANTIBACTERIAL	plazomicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IYIKMJOMHPPBMO-FTTJKWPISA-N	CHEBI:65367	8-acetoxyheterophyllisine	ANTIFUNGAL	8-acetoxyheterophyllisine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IYMDTUUDLAHXGD-HADMNRPSSA-N	CHEBI:68378	3-O-[β-D-glucopyranosyl]-28-O-[α-L-rhamnopyranosyl-(1→2)-β-D-glucopyranosyl]arjunolic acid	ANTIBACTERIAL	3-o-β-d-glucopyranosyl-28-o-α-l-rhamnopyranosyl-12-β-d-glucopyranosyl--68378	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IYRMWMYZSQPJKC-UHFFFAOYSA-N	CHEBI:28499	kaempferol	ANTIBACTERIAL	kaempferol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IZEAZUCUNIRFMQ-SBZMANJYSA-N	antibioticmech:aro-7d06ad4acd	GE37468	ANTIBACTERIAL	ge37468	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IZICQJAGBLBAMJ-QDYRYYKCSA-N	CHEBI:142841	spectinabilin	ANTIPROTOZOAL	spectinabilin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IZOYMGQQVNAMHS-UHFFFAOYSA-N	CHEBI:88258	sulfametrole	ANTIMICROBIAL_UNSPECIFIED	sulfametrole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IZTPMTAWOCEKKM-VXMYZLRESA-N	CHEBI:146000	emetine dihydrochloride hydrate	ANTIPROTOZOAL	emetine-dihydrochloride-hydrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
IZUPBVBPLAPZRR-UHFFFAOYSA-N	CHEBI:17642	pentachlorophenol	ANTIFUNGAL	pentachlorophenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAANJQNFIJSRTK-KYRPIRIWSA-N	CHEBI:66537	swertifrancheside	ANTIVIRAL	swertifrancheside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAGLEOBXISHNNM-BRUQVKLWSA-N	CHEBI:85330	dapdiamide A	ANTIMICROBIAL_UNSPECIFIED	dapdiamide-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAHGNOXPMXOEJS-BSPLYONXSA-N	CHEBI:88298	FR171456	ANTIFUNGAL	fr171456	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAJMETBQBCMJSZ-IHRRRGAJSA-N	CHEBI:65600	cathestatin B	ANTIMICROBIAL_UNSPECIFIED	cathestatin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAPHQRWPEGVNBT-UTUOFQBUSA-M	CHEBI:281056	loracarbef anion	ANTIMICROBIAL_UNSPECIFIED	loracarbef-anion	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAPHQRWPEGVNBT-UTUOFQBUSA-N	CHEBI:214480	loracarbef zwitterion	ANTIMICROBIAL_UNSPECIFIED	loracarbef-zwitterion	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAPHQRWPEGVNBT-UTUOFQBUSA-N	CHEBI:47544	loracarbef	ANTIBACTERIAL	loracarbef	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JARYYMUOCXVXNK-CSLFJTBJSA-N	CHEBI:29703	validamycin A	ANTIFUNGAL	validamycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JARYYMUOCXVXNK-CSLFJTBJSA-O	CHEBI:90869	validamycin A(1+)	ANTIFUNGAL	validamycin-a-1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JATBUOZGJQJSGA-UHFFFAOYSA-N	CHEBI:66140	karalicin	ANTIVIRAL	karalicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JAYHQHZOWYDLDQ-PONGSQKHSA-N	CHEBI:65583	dragomabin	ANTIPROTOZOAL	dragomabin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JBIROUFYLSSYDX-UHFFFAOYSA-M	CHEBI:167208	benzododecinium chloride	BIOCIDE	benzododecinium-chloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JBIWCJUYHHGXTC-AKNGSSGZSA-N	CHEBI:50845	doxycycline	ANTIBACTERIAL	doxycycline	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JBTGHKUTYAMZEZ-UHFFFAOYSA-N	CHEBI:51763	cellocidin	ANTIBACTERIAL	cellocidin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCGHAEBIBSEQAD-UUUCSUBKSA-N	CHEBI:4916	eugeniin	ANTIFUNGAL	eugeniin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCMDNBJXOUWFMR-JTQLQIEISA-N	CHEBI:65518	brasiliquinone C	ANTIBACTERIAL	brasiliquinone-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCMPRFCVZKOFIT-KRWDZBQOSA-N	CHEBI:15390	(+)-bisdechlorogeodin	ANTIMICROBIAL_UNSPECIFIED	bisdechlorogeodin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCMPRFCVZKOFIT-QGZVFWFLSA-N	CHEBI:15391	(−)-bisdechlorogeodin	ANTIMICROBIAL_UNSPECIFIED	bisdechlorogeodin-15391	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCMPRFCVZKOFIT-UHFFFAOYSA-N	CHEBI:22899	bisdechlorogeodin	ANTIMICROBIAL_UNSPECIFIED	bisdechlorogeodin-22899	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCPDZXJDYRLFMC-UHFFFAOYSA-N	CHEBI:66524	streptokordin	ANTIMICROBIAL_UNSPECIFIED	streptokordin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JCTPGOAHEVLZAB-KIXAZQDESA-N	antibioticmech:aro-4c6e0c1ff0	tuberactinomycin	ANTIBACTERIAL	tuberactinomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JDALSSGOBMTZEP-NWJWHWDBSA-N	CHEBI:10050	XV638	ANTIVIRAL	xv638	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JDLKFOPOAOFWQN-UHFFFAOYSA-N	CHEBI:28411	allicin	ANTIBACTERIAL	allicin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JDTRJLXTQXQSSV-FJWCHDPXSA-N	CHEBI:67478	lamesticumin E	ANTIBACTERIAL	lamesticumin-e	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JDTWUDDOSHJEIZ-UHFFFAOYSA-N	CHEBI:231816	CT3	ANTIPROTOZOAL	ct3	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JDVVGAQPNNXQDW-TVNFTVLESA-N	CHEBI:27860	castanospermine	ANTIVIRAL	castanospermine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JEFUQUGZXLEHLD-UHFFFAOYSA-N	CHEBI:228225	isoflucypram	ANTIFUNGAL	isoflucypram	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JETQIUPBHQNHNZ-OAYJICASSA-N	CHEBI:9322	sulbenicillin	ANTIMICROBIAL_UNSPECIFIED	sulbenicillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JFIOVJDNOJYLKP-UHFFFAOYSA-N	CHEBI:3131	bithionol	ANTIFUNGAL	bithionol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JFPVXVDWJQMJEE-IZRZKJBUSA-N	CHEBI:3515	cefuroxime	ANTIBACTERIAL	cefuroxime	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JFRWATCOFCPIBM-JPFHKJGASA-N	CHEBI:144354	methyl γ-linolenate	ANTIBACTERIAL	methyl-γ-linolenate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JFSPBVWPKOEZCB-UHFFFAOYSA-N	CHEBI:81994	fenfuram	ANTIFUNGAL	fenfuram	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JFUFATWECSQGDK-UHFFFAOYSA-N	CHEBI:66455	scutianthraquinone C	ANTIPROTOZOAL	scutianthraquinone-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JFVZFKDSXNQEJW-CQSZACIVSA-N	CHEBI:63717	tenofovir disoproxil	ANTIVIRAL	tenofovir-disoproxil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JGBUIUFDBKKZNT-WBNSUDINSA-N	CHEBI:65564	callophycoic acid H	ANTIBACTERIAL	callophycoic-acid-h	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JGCSKOVQDXEQHI-UHFFFAOYSA-N	CHEBI:62412	phenazine-1-carboxylic acid	ANTIFUNGAL	phenazine-1-carboxylic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JGNMZTXDOHXIJQ-ONEGZZNKSA-N	CHEBI:70401	(E)-1-(2,3-dihydro-1H-pyrrol-1-yl)-2-methyldec-8-ene-1,3-dione	ANTIFUNGAL	e-1-2-3-dihydro-1h-pyrrol-1-yl-2-methyldec-8-ene-1-3-dione	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JGNNRPWTNULSRW-BLNRMBNUSA-N	CHEBI:77648	novapikromycin	ANTIMICROBIAL_UNSPECIFIED	novapikromycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JGSARLDLIJGVTE-MBNYWOFBSA-N	CHEBI:18208	benzylpenicillin	ANTIBACTERIAL	benzylpenicillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JGSLSHOXBXVVTQ-NEUKEVNNSA-N	CHEBI:66319	rubriflordilactone B	ANTIVIRAL	rubriflordilactone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHCPXISTONUFKB-UUBMZHIOSA-N	CHEBI:65580	caribenol A	ANTIMYCOBACTERIAL	caribenol-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHDKZFFAIZKUCU-ZRDIBKRKSA-N	CHEBI:95071	pracinostat	ANTIPROTOZOAL	pracinostat	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHEAWXMXAWIRAB-FTVOIDONSA-N	CHEBI:141360	helvolic acid methyl ester	ANTIBACTERIAL	helvolic-acid-methyl-ester	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHFNIHVVXRKLEF-DCZLAGFPSA-N	CHEBI:134719	ceftolozane	ANTIBACTERIAL	ceftolozane	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHIKFOISFAQTJQ-YZANBJIASA-N	CHEBI:47724	vancomycin aglycone	ANTIMICROBIAL_UNSPECIFIED	vancomycin-aglycone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHIPUJPTQJYEQK-ZLHHXESBSA-N	CHEBI:81832	orysastrobin	ANTIFUNGAL	orysastrobin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHJPDDBIHSFERA-GOSISDBHSA-N	CHEBI:66027	(5R)-5-hydroxy-7-(4''-hydroxy-3''-methoxyphenyl)-1-phenyl-3-heptanone	ANTIVIRAL	5r-5-hydroxy-7-4-hydroxy-3-methoxyphenyl-1-phenyl-3-heptanone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHRWWRDRBPCWTF-UHFFFAOYSA-N	CHEBI:81938	captafol	ANTIFUNGAL	captafol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHVAMHSQVVQIOT-MFAJLEFUSA-N	CHEBI:55346	anidulafungin	ANTIFUNGAL	anidulafungin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JHZMFWWPPNBNOE-BTYMIDDJSA-N	antibioticmech:aro-eeb30db614	cervimycin K1	ANTIBACTERIAL	cervimycin-k1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JIAARYAFYJHUJI-UHFFFAOYSA-L	CHEBI:49976	zinc dichloride	BIOCIDE	zinc-dichloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JIEMCPGFAXNCQW-XVYZEKPJSA-N	CHEBI:66220	thiomarinol A	ANTIBACTERIAL	thiomarinol-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JIRBAUWICKGBFE-MNRDOXJOSA-N	CHEBI:52015	carindacillin	ANTIMICROBIAL_UNSPECIFIED	carindacillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JIYMVSQRGZEYAX-CWUUNJJBSA-N	CHEBI:53749	gemifloxacin mesylate	ANTIMICROBIAL_UNSPECIFIED	gemifloxacin-mesylate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JJCQSGDBDPYCEO-XVZSLQNASA-N	CHEBI:37945	dibekacin	ANTIBACTERIAL	dibekacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JJFGJQNWIJPCAN-AJOOJNDDSA-N	CHEBI:66291	(3Z)-ravenic acid	ANTIBACTERIAL	3z-ravenic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JJGZGELTZPACID-OTLJHNKQSA-N	CHEBI:65619	chloropeptin II	ANTIVIRAL	chloropeptin-ii	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JJGZGELTZPACID-OTLJHNKQSA-N	CHEBI:66093	isocomplestatin	ANTIVIRAL	complestatin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JKXQBIZCQJLVOS-GSNLGQFWSA-N	CHEBI:131732	clometocillin	ANTIBACTERIAL	clometocillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLDLXPZTQHZTBT-JYNQZMPESA-N	CHEBI:66023	hookerianamide K	ANTIBACTERIAL	hookerianamide-k	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLGKQTAYUIMGRK-IBGZPJMESA-N	CHEBI:83685	arasertaconazole	ANTIBACTERIAL	arasertaconazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLKIGFTWXXRPMT-UHFFFAOYSA-N	CHEBI:9332	sulfamethoxazole	ANTIBACTERIAL	sulfamethoxazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLSGWGFUNKKVBT-FMDNSJKISA-N	CHEBI:228296	5α-cholesta-24-en-3β,20β-diol-23-one	ANTIBACTERIAL	5α-cholesta-24-en-3β-20β-diol-23-one	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLSQXYITDXJTKL-UHFFFAOYSA-N	CHEBI:3613	chlorflavonin	ANTIFUNGAL	chlorflavonin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLTSTSRANGPLOQ-RIYZIHGNSA-N	CHEBI:66318	rubraxanthone	ANTIBACTERIAL	rubraxanthone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JLYXXMFPNIAWKQ-GNIYUCBRSA-N	CHEBI:32888	γ-hexachlorocyclohexane	ANTIBACTERIAL	γ-hexachlorocyclohexane	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JMDULECOHIXMNX-UHFFFAOYSA-N	CHEBI:29584	GE2270A	ANTIBACTERIAL	ge2270a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
JMKBTQYGOKJMBJ-ZQPPIKFSSA-N	CHEBI:132468	bacteriohopane-32,33,34,35-tetrol	ANTIMICROBIAL_UNSPECIFIED	bacteriohopane-32-33-34-35-tetrol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
