chebi_id	species_text	species_accession	component_text	strain_text	source_accession	comments
CHEBI:57363	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57367	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57368	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57371	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57373	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57375	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57375	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57376	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57378	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57379	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57379	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57381	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57381	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57384	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57384	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57385	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57385	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57386	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57386	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57387	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57387	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57390	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57391	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57392	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57392	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57394	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57394	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57397	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57398	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57399	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57401	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57403	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57404	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57405	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57406	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57429	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57429	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57441	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57443	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57443	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57444	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57445	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57446	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57448	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57449	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57450	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57451	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57451	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57453	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57454	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57454	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57455	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57455	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57456	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57457	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57457	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57460	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57461	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57461	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57462	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57463	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57463	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57464	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57464	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57466	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57470	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57472	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57472	Mus musculus	10090			MTBLS125	
CHEBI:57472	Mus musculus	10090			MTBLS126	
CHEBI:57472	Mus musculus	10090			MTBLS127	
CHEBI:57472	Mus musculus	10090			MTBLS87	
CHEBI:57472	Mus musculus	10090			MTBLS88	
CHEBI:57472	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57474	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57474	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57477	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57483	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57483	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57484	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57484	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57494	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57495	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57498	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57499	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57499	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57502	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57502	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57506	Homo sapiens	9606			11344555	
CHEBI:57509	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57513	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57513	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57524	Escherichia coli	562			17765195	
CHEBI:57524	Homo sapiens	9606			1550070	
CHEBI:57524	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57524	Saccharomyces cerevisiae	4932			8017107	
CHEBI:57527	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57527	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57534	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57538	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57538	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57539	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57540	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57540	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57553	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57557	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57561	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57566	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57566	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57567	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57567	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57579	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57579	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57586	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57586	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57589	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57589	Homo sapiens	9606	blood serum		MTBLS90	
CHEBI:57589	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57590	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57590	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57597	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57597	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57600	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57602	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57603	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57603	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57604	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57604	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57606	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57614	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57618	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57623	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57623	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57627	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57627	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57629	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57632	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57642	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57642	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57649	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57651	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57651	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57655	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57658	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57660	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57661	Escherichia coli	562			22855027	
CHEBI:57661	Saccharomyces cerevisiae	4932			14607989	
CHEBI:57661	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57667	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57667	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57668	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57673	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57673	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57674	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57678	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57683	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57688	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57688	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57692	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57699	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57700	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57701	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57705	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57705	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57706	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57706	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57720	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57720	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57724	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57730	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57733	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57733	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57737	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57737	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57739	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57741	Homo sapiens	9606			3137238	
CHEBI:57743	Arabidopsis thaliana	3702			8278506	
CHEBI:57743	Escherichia coli	562			179975	
CHEBI:57743	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57746	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57746	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57756	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57761	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57761	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57766	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57767	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57770	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57774	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57781	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57783	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57783	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57784	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57794	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57795	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57812	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57817	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57817	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57834	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57834	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57836	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57841	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57845	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57845	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57847	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57852	Escherichia coli	562			17765195	
CHEBI:57861	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57865	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57865	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57872	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57876	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57876	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57880	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57885	Homo sapiens	9606			21886157	
CHEBI:57887	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57895	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57895	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57905	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57916	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57917	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57923	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57925	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57925	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57934	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57936	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57936	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57937	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57939	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57939	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57940	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57945	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57945	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57946	Homo sapiens	9606			6775642	
CHEBI:57951	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57951	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57955	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57955	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57964	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57967	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57967	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57969	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57970	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57973	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57977	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57980	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57984	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57986	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:57991	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:57998	Mus musculus	10090			MTBLS225	
CHEBI:58003	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58014	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58017	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58017	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58021	Carica papaya	3649			22305790	
CHEBI:58027	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58027	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58029	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58033	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58039	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58044	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58052	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58053	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58053	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58057	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58057	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58065	Homo sapiens	9606			17024318	
CHEBI:58069	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58069	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58070	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58085	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58088	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58090	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58092	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58101	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58101	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58115	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58115	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58121	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58121	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58126	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58126	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58130	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58130	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58140	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58141	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58141	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58145	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58146	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58146	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58147	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58155	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58165	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58165	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58173	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58173	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58174	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58178	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58189	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58189	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58190	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58190	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58191	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58201	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58207	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58210	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58210	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58212	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58213	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58223	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58223	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58228	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58228	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58243	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58243	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58245	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58245	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58248	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58248	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58263	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58263	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58264	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58264	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58272	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58272	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58274	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58274	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58277	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58278	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58280	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58280	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58282	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58289	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58289	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58296	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58297	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58297	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58299	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58299	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58301	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58307	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58307	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58310	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58320	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58320	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58324	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58324	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58332	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58335	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58335	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58336	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:58336	Saccharomyces cerevisiae	4932			24678285	Source: yeast.sf.net
CHEBI:58339	Homo sapiens	9606			10.1038/nbt.2488	
